title,Production_Budget,id,runtime,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,tagline_wordcount,synopsis_wordcount,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3,target
Mr. Peabody & Sherman,145000000,82703,92.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pacific Data Images,DreamWorks Animation,Bullwinkle Studios,6,30,2,7,Ty Burrell,Max Charles,Ariel Winter,Allison Janney,Ellie Kemper,Leslee Feldman,,Rob Minkoff,Denise Nolan Cascino,Craig Wright,father son relationship,egypt,intelligence,1
Rise of the Guardians,145000000,81188,97.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,,,3,39,11,21,Chris Pine,Alec Baldwin,Jude Law,Isla Fisher,Hugh Jackman,Leslee Feldman,Alexandre Desplat,Peter Ramsey,Christina Steinberg,David Lindsay-Abaire,dream,santa claus,nightmare,1
Sahara,145000000,7364,124.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Babelsberg Film,Paramount,Bristol Bay Productions,7,38,4,6,Matthew McConaughey,Penélope Cruz,Steve Zahn,William H. Macy,Lennie James,Anne McCarthy,Clint Mansell,Breck Eisner,Stephanie Austin,James V. Hart,tyrant,ironclad ship,,0
Die Another Day,142000000,36669,133.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eon Productions,Metro-Goldwyn-Mayer,Danjaq,4,43,11,17,Pierce Brosnan,Halle Berry,Rosamund Pike,Rick Yune,Toby Stephens,,,Lee Tamahori,Barbara Broccoli,Robert Wade,laser,british secret service,secret service agent,1
Star Trek,140000000,13475,127.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paramount,Bad Robot,Spyglass Entertainment,3,75,5,6,Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,April Webster,Michael Giacchino,J.J. Abrams,J.J. Abrams,,spacecraft,teleportation,space mission,1
Captain America: The First Avenger,140000000,1771,124.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marvel Studios,,,4,56,7,22,Chris Evans,Hayley Atwell,Sebastian Stan,Tommy Lee Jones,Hugo Weaving,Priscilla John,Alan Silvestri,Joe Johnston,Kevin Feige,Christopher Markus,new york,usa,world war ii,1
Kung Fu Panda 3,140000000,140300,95.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pearl Studio,China Film Co.,DreamWorks Animation,6,26,1,23,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,J.K. Simmons,Leslee Feldman,Hans Zimmer,Jennifer Yuh Nelson,Melissa Cobb,,china,martial arts,kung fu,1
Kung Fu Panda 3,140000000,140300,95.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pearl Studio,China Film Co.,DreamWorks Animation,6,26,1,23,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,J.K. Simmons,Leslee Feldman,Hans Zimmer,Jennifer Yuh Nelson,Melissa Cobb,,china,martial arts,kung fu,1
G.I. Joe: Retaliation,140000000,72559,110.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paramount,Hasbro,Di Bonaventura Pictures,1,44,3,26,Dwayne Johnson,D.J. Cotrona,Adrianne Palicki,Bruce Willis,Ray Park,Ronna Kress,Henry Jackman,Jon M. Chu,Lorenzo Di Bonaventura,,terror,assassin,secret,1
The Last Samurai,140000000,616,154.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Cruise/Wagner Productions,Warner Bros. Pictures,Radar Pictures,18,64,12,5,Tom Cruise,Ken Watanabe,William Atherton,Chad Lindberg,Billy Connolly,Victoria Thomas,Hans Zimmer,Edward Zwick,Tom Cruise,John Logan,japan,war crimes,sense of guilt,1
Exodus: Gods and Kings,140000000,147441,150.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Volcano Films,Chernin Entertainment,Scott Free Productions,4,29,12,3,Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn,Nina Gold,,Ridley Scott,Ridley Scott,Steven Zaillian,moses,bible,ancient egypt,1
Gods of Egypt,140000000,205584,127.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Thunder Road Pictures,Pyramania,Summit Entertainment,5,12,2,25,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Courtney Eaton,Élodie Yung,Nikki Barrett,,Alex Proyas,Basil Iwanyk,Matt Sazama,egypt,underworld,fight,0
Gods of Egypt,140000000,205584,127.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Thunder Road Pictures,Pyramania,Summit Entertainment,5,12,2,25,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Courtney Eaton,Élodie Yung,Nikki Barrett,,Alex Proyas,Basil Iwanyk,Matt Sazama,egypt,underworld,fight,0
Spider-Man,139000000,557,121.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvel Enterprises,Columbia Pictures,Sony Pictures,6,19,5,1,Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson,Francine Maisler,Danny Elfman,Sam Raimi,Stan Lee,David Koepp,loss of lover,spider,thanksgiving,1
Watchmen,138000000,13183,163.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Paramount,DC Comics,Lawrence Gordon Productions,13,65,3,5,Jackie Earle Haley,Patrick Wilson,Jeffrey Dean Morgan,Billy Crudup,Matthew Goode,Kristy Carlson,,Zack Snyder,Lawrence Gordon,David Hayter,dc comics,secret identity,mass murder,1
Stealth,138000000,10048,121.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Original Film,Phoenix Pictures,Laura Ziskin Productions,3,26,7,27,Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard,Richard Roxburgh,Randi Hiller,BT,Rob Cohen,Mike Medavoy,,artificial intelligence,u.s. navy,aftercreditsstinger,0
The Incredible Hulk,137500000,1724,114.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marvel Studios,,,6,47,6,12,Edward Norton,Liv Tyler,Tim Roth,William Hurt,Tim Blake Nelson,Laray Mayfield,Craig Armstrong,Louis Leterrier,Gale Anne Hurd,Zak Penn,new york,rio de janeiro,marvel comic,1
Hulk,137000000,1927,138.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marvel Enterprises,Universal Pictures,Good Machine,4,30,6,19,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte,Avy Kaufman,Danny Elfman,Ang Lee,Larry J. Franco,James Schamus,california,san francisco,monster,1
Final Fantasy: The Spirits Within,137000000,2114,106.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Square Pictures,Columbia Pictures,Chris Lee Productions,4,54,7,2,Donald Sutherland,Ming-Na Wen,Alec Baldwin,Ving Rhames,Steve Buscemi,Jack Fletcher,Elliot Goldenthal,Hironobu Sakaguchi,Jun Aida,Al Reinert,battle assignment,dystopia,alien,0
The Croods,135000000,49519,98.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,,,5,57,3,20,Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,Cloris Leachman,Leslee Feldman,,Chris Sanders,Jane Hartwell,Chris Sanders,stone age,daughter,father,1
The Revenant,135000000,79896,110.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Putrefactory Limited,Wanko Toys,,10,35,8,16,Chris Wylde,David Anders,Louise Griffiths,Jacy King,Eric Payne,,,D. Kerry Prior ,,,police,vigilante,blood,1
Rango,135000000,44896,107.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paramount Animation,Paramount,Nickelodeon Movies,6,48,3,2,Johnny Depp,Isla Fisher,Ned Beatty,Bill Nighy,Alfred Molina,Denise Chamian,Hans Zimmer,Gore Verbinski,Gore Verbinski,,sheriff,nevada,pet,1
Master and Commander: The Far Side of the World,135000000,8619,138.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Universal Pictures,Samuel Goldwyn Films,20th Century Fox,12,63,11,14,Russell Crowe,Paul Bettany,James D'Arcy,Edward Woodall,Chris Larkin,Mary Selway,Iva Davies,Peter Weir,Samuel Goldwyn Jr.,Peter Weir,naturalist,frigate,self surgery,1
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,308531,112.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150 Action,Paramount,Nickelodeon Movies,1,56,6,1,Megan Fox,Stephen Amell,Will Arnett,Laura Linney,Pete Ploszek,Lisa Fields,Steve Jablonsky,Dave Green,,Josh Appelbaum,brother brother relationship,turtle,sequel,1
Happy Feet Two,135000000,65759,100.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dr D Studios,Village Roadshow Pictures,Kennedy Miller Mitchell,3,51,11,17,Elijah Wood,Robin Williams,Pink,Elizabeth Daily,Johnny A. Sanchez,Kristy Carlson,John Powell,George Miller,George Miller,,penguin,musical,aftercreditsstinger,1
Miami Vice,135000000,82,132.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metropolis Films,Universal Pictures,Forward Pass,6,36,7,27,Jamie Foxx,Colin Farrell,Gong Li,Luis Tosar,Naomie Harris,Francine Maisler,John Murphy,Michael Mann,Michael Mann,,based on tv series,drug deal,havana cuba,1
War of the Worlds,132000000,74,116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Paramount,Amblin Entertainment,Cruise/Wagner Productions,3,38,6,28,Tom Cruise,Dakota Fanning,Miranda Otto,Justin Chatwin,Tim Robbins,Debra Zane,John Williams,Steven Spielberg,Kathleen Kennedy,Josh Friedman,post traumatic stress  disorder,new jersey,airplane,1
Penguins of Madagascar,132000000,270946,92.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,Pacific Data Images,,8,28,11,22,Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,John Malkovich,Leslee Feldman,,Eric Darnell,Lara Breay,Michael Colton,penguin,madagascar,3d,1
The Hunger Games: Catching Fire,130000000,101299,146.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lionsgate,Color Force,,6,80,11,15,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,Debra Zane,James Newton Howard,Francis Lawrence,Jon Kilik,Michael Arndt,competition,based on novel,mentor,1
Harry Potter and the Prisoner of Azkaban,130000000,673,141.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1492 Pictures,Heyday Films,Warner Bros. Pictures,5,37,5,31,Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman,David Thewlis,Jina Jay,John Williams,Alfonso Cuarón,Lorne Orleans,Steve Kloves,flying,traitor,magic,1
The Bourne Ultimatum,130000000,2503,115.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Universal Pictures,The Kennedy/Marshall Company,Ludlum Entertainment,4,57,8,3,Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Avy Kaufman,John Powell,Paul Greengrass,Frank Marshall,George Nolfi,paris,corruption,madrid,1
Kung Fu Panda,130000000,9502,90.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,,,3,60,6,4,Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,,Hans Zimmer,Mark Osborne,,Glenn Berger,china,martial arts,kung fu,1
Ant-Man,130000000,102899,117.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marvel Studios,,,5,62,7,14,Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Bobby Cannavale,Sarah Finn,Christophe Beck,Peyton Reed,Kevin Feige,Paul Rudd,marvel comic,superhero,based on comic,1
Megamind,130000000,38055,96.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,Pacific Data Images,Red Hour,6,27,10,28,Will Ferrell,Brad Pitt,Tina Fey,Jonah Hill,David Cross,Leslee Feldman,Hans Zimmer,Tom McGrath,Lara Breay,Alan J. Schoolcraft,saving the world,date,prison,1
Bad Boys II,130000000,8961,147.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Simpson/Jerry Bruckheimer Films,Columbia Pictures,Sony Pictures,10,58,7,18,Martin Lawrence,Will Smith,Jordi Mollà,Gabrielle Union,Peter Stormare,Suzanne Smith,Trevor Rabin,Michael Bay,Jerry Bruckheimer,Ron Shelton,miami,ku klux klan,cuba,1
Rio 2,130000000,172385,102.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,4,48,3,19,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jamie Foxx,Andy García,Christian Kaplan,John Powell,Carlos Saldanha,John C. Donkin,Don Rhymer,bird,sequel,jungle,1
Salt,130000000,27576,100.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Wintergreen Productions,Columbia Pictures,Relativity Media,3,81,7,21,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,August Diehl,Avy Kaufman,James Newton Howard,Phillip Noyce,Lorenzo Di Bonaventura,,assassination,spy,cia,1
Noah,130000000,86834,138.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Disruption Entertainment,Paramount,Regency Enterprises,9,19,3,7,Russell Crowe,Jennifer Connelly,Emma Watson,Logan Lerman,Anthony Hopkins,Suzanne Smith,Clint Mansell,Darren Aronofsky,Arnon Milchan,,bible,god,noah,1
The Adventures of Tintin,130000000,17578,107.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paramount,Columbia Pictures,WingNut Films,9,92,10,25,Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Jina Jay,John Williams,Steven Spielberg,Steven Spielberg,Edgar Wright,riddle,captain,treasure,1
After Earth,130000000,82700,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Columbia Pictures,Overbrook Entertainment,Blinding Edge Pictures,7,102,5,30,Jaden Smith,Will Smith,Sophie Okonedo,Zoë Kravitz,Glenn Morshower,Douglas Aibel,James Newton Howard,M. Night Shyamalan,Will Smith,M. Night Shyamalan,dystopia,,,1
Australia,130000000,6972,165.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Bazmark Films,ScreenWest,Dune Entertainment III,3,53,11,18,Nicole Kidman,Hugh Jackman,Essie Davis,David Wenham,Bryan Brown,Ronna Kress,David Hirschfelder,Baz Luhrmann,Baz Luhrmann,Stuart Beattie,missionary,world war ii,ranch,1
R.I.P.D.,130000000,49524,96.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Universal Pictures,Dark Horse Entertainment,Original Film,6,35,7,18,Jeff Bridges,Ryan Reynolds,Kevin Bacon,Mary-Louise Parker,Stephanie Szostak,Deborah Aquila,Christophe Beck,Robert Schwentke,Michael Fottrell,Phil Hay,gold,police operation,partner,0
Logan,127000000,44010,94.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,logan films,Real Bean Entertainment,Avilon Audio,9,75,9,10,Leo Howard,Patrick Probst,Booboo Stewart,Abigail Isom,Nicole Carmela,,,Kyle Lawrence,Kyle Lawrence,,,,,1
Night at the Museum: Secret of the Tomb,127000000,181533,97.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moving Picture Company,21 Laps Entertainment,1492 Pictures,7,38,12,17,Ben Stiller,Rami Malek,Rebel Wilson,Robin Williams,Owen Wilson,Heike Brandstatter,,Shawn Levy,Shawn Levy,Thomas Lennon,night watchman,museum,natural history,1
The Hunger Games: Mockingjay - Part 1,125000000,131631,123.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Lionsgate,Color Force,,6,14,11,18,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,Debra Zane,James Newton Howard,Francis Lawrence,Jon Kilik,Danny Strong,resistance,post-apocalyptic,dystopia,1
The Da Vinci Code,125000000,591,149.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Imagine Entertainment,Skylark Productions,,3,50,5,17,Tom Hanks,Audrey Tautou,Ian McKellen,Paul Bettany,Jean Reno,John Hubbard,Hans Zimmer,Ron Howard,Brian Grazer,Akiva Goldsman,paris,holy grail,christianity,1
Fast Five,125000000,51497,130.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Original Film,Universal Pictures,One Race,4,55,4,20,Vin Diesel,Paul Walker,Jordana Brewster,Tyrese Gibson,Ludacris,Debra Zane,Brian Tyler,Justin Lin,Michael Fottrell,Chris Morgan,brazil,fbi,freedom,1
Sherlock Holmes: A Game of Shadows,125000000,58574,129.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Village Roadshow Pictures,Silver Pictures,Lin Pictures,4,36,11,22,Robert Downey Jr.,Jude Law,Jared Harris,Noomi Rapace,Kelly Reilly,Reg Poerscout-Edgerton,Hans Zimmer,Guy Ritchie,Joel Silver,Michele Mulroney,detective inspector,steampunk,criminal mastermind,1
The Day After Tomorrow,125000000,435,124.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mel's Cite du Cinema,Lions Gate Films,Centropolis Entertainment,4,63,5,26,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders,April Webster,Harald Kloser,Roland Emmerich,Roland Emmerich,Roland Emmerich,saving the world,library,cataclysm,1
The Boss Baby,125000000,295693,97.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,20th Century Fox,,2,30,3,23,Alec Baldwin,Steve Buscemi,Miles Bakshi,Jimmy Kimmel,Lisa Kudrow,Leslee Feldman,Hans Zimmer,Tom McGrath,Ramsey Ann Naito,,baby,family relationships,sibling rivalry,1
Trolls,125000000,136799,92.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,20th Century Fox,,4,49,10,13,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Russell Brand,James Corden,Leslee Feldman,Christophe Beck,Mike Mitchell,Gina Shay,Wallace Wolodarsky,based on toy,troll,,1
Prometheus,125000000,70981,124.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Dune Entertainment,Scott Free Productions,Brandywine Productions,10,41,5,30,Noomi Rapace,Michael Fassbender,Charlize Theron,Guy Pearce,Idris Elba,Avy Kaufman,Marc Streitenfeld,Ridley Scott,Ridley Scott,,android,dystopia,alien,1
The Bourne Legacy,125000000,49040,135.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Universal Pictures,Relativity Media,Captivate Entertainment,5,19,8,8,Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Ellen Chenoweth,James Newton Howard,Tony Gilroy,Frank Marshall,Tony Gilroy,assassin,wolf,maryland,1
Monster Trucks,125000000,262841,105.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nickelodeon Movies,Paramount,Disruption Entertainment,2,71,12,26,Lucas Till,Jane Levy,Amy Ryan,Rob Lowe,Danny Glover,,David Sardy,Chris Wedge,Denis L. Stewart,Derek Connolly,monster,secret,small town,0
Jason Bourne,120000000,324668,123.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The Kennedy/Marshall Company,Captivate Entertainment,Pearl Street Films,4,20,7,27,Matt Damon,Alicia Vikander,Tommy Lee Jones,Vincent Cassel,Julia Stiles,Francine Maisler,John Powell,Paul Greengrass,Frank Marshall,,assassin,amnesia,flashback,1
Fantastic Four: Rise of the Silver Surfer,120000000,1979,92.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1492 Pictures,Dune Entertainment,Bernd Eichinger Productions,6,47,6,13,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Julian McMahon,Heike Brandstatter,John Ottman,Tim Story,Bernd Eichinger,Don Payne,fire,helicopter,surfboard,1
Life of Pi,120000000,87827,127.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fox 2000 Pictures,Dune Entertainment,Ingenious Media,3,36,11,20,Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain,Avy Kaufman,,Ang Lee,Ang Lee,David Magee,ocean,shipwreck,hindu,1
Ghost Rider,120000000,1250,114.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crystal Sky Pictures,Relativity Media,Marvel Enterprises,6,60,2,16,Nicolas Cage,Eva Mendes,Wes Bentley,Donal Logue,Sam Elliott,Jeanne McCarthy,Christopher Young,Mark Steven Johnson,Michael De Luca,Mark Steven Johnson,religion and supernatural,dying and death,devil's son,1
Rampage,120000000,38780,85.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Pitchblack Pictures Inc.,3,52,8,14,Brendan Fletcher,Shaun Sipos,Michael Paré,Lynda Boyd,Matt Frewer,,Jessica de Rooij,Uwe Boll,Uwe Boll,,rampage,massacre,killing spree,1
Charlie's Angels: Full Throttle,120000000,9471,106.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wonderland Sound and Vision,Tall Trees Productions,Flower Films,6,39,6,27,Cameron Diaz,Drew Barrymore,Lucy Liu,Demi Moore,Bernie Mac,Justine Baddeley,Ed Shearmur,McG,Nancy Juvonen,John August,robbery,secret identity,secret agent,1
Power Rangers,120000000,305470,124.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lionsgate,Saban Brands,,4,78,3,23,Dacre Montgomery,Naomi Grace Scott,RJ Cyler,Becky G,Ludi Lin,John Papsidera,,Dean Israelite,Wyck Godfrey,John Gatins,spaceship,based on tv series,tokusatsu,1
Stuart Little 2,120000000,10996,78.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Columbia Pictures,Red Wagon Entertainment,Franklin/Waterman Productions,6,46,7,19,Michael J. Fox,Geena Davis,Hugh Laurie,Jonathan Lipnicki,Anna Hoelck,,Alan Silvestri,Rob Minkoff,Douglas Wick,Bruce Joel Rubin,mouse,falcon,bird,1
The Chronicles of Riddick,120000000,2789,119.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Radar Pictures,One Race,,9,58,6,11,Vin Diesel,Thandie Newton,Karl Urban,Colm Feore,Linus Roache,Mary Selway,,David Twohy,Scott Kroopf,,prison,dystopia,matter of life and death,0
Speed Racer,120000000,7459,135.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Studio Babelsberg,Village Roadshow Pictures,Silver Pictures,1,50,5,7,Emile Hirsch,Christina Ricci,Matthew Fox,Susan Sarandon,John Goodman,Lucinda Syson,Michael Giacchino,Lilly Wachowski,Joel Silver,,car race,loss of brother,chimp,0
The Island,120000000,1635,136.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Platinum Dunes,Parkes/MacDonald Productions,K/O Paper Products,4,54,7,21,Ewan McGregor,Scarlett Johansson,Djimon Hounsou,Sean Bean,Steve Buscemi,Denise Chamian,Steve Jablonsky,Michael Bay,Michael Bay,Alex Kurtzman,clone,transplantation,love of one's life,1
Knight and Day,117000000,37834,109.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pink Machine,Tree Line Films,Dune Entertainment,7,47,6,15,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Viola Davis,Jordi Mollà,Lisa Beach,John Powell,James Mangold,Cathy Konrad,,spy,airport,gas station,1
Venom,116000000,7182,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Dimension Films,Outerbanks Entertainment,Collision Entertainment,10,33,9,16,Agnes Bruckner,Jonathan Jackson,Laura Ramsey,D.J. Cotrona,Rick Cramer,Amanda Harding,James L. Venable,Jim Gillespie,Scott Faye,Flint Dille,louisiana,voodoo,swampf,1
"Monsters, Inc.",115000000,585,92.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pixar,Walt Disney Pictures,,5,66,11,1,John Goodman,Billy Crystal,Steve Buscemi,James Coburn,Jennifer Tilly,Ruth Lambert,Randy Newman,Pete Docter,Darla K. Anderson,Andrew Stanton,monster,infant,energy supply,1
The Wolverine,115000000,76170,126.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,The Donners' Company,Marvel Entertainment,Bad Hat Harry Productions,7,23,7,23,Hugh Jackman,Hiroyuki Sanada,Famke Janssen,Will Yun Lee,Tao Okamoto,Suzanne Smith,Marco Beltrami,James Mangold,Hugh Jackman,Scott Frank,japan,samurai,mutant,1
Windtalkers,115000000,12100,134.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lion Rock Productions,Metro-Goldwyn-Mayer,,4,37,6,14,Nicolas Cage,Adam Beach,Peter Stormare,Noah Emmerich,Mark Ruffalo,Mindy Marin,James Horner,John Woo,Terence Chang,John Rice,japan,world war ii,radio transmission,0
Gulliver's Travels,112000000,38745,85.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dune Entertainment,Davis Entertainment,Dune Entertainment III,5,24,12,25,Jack Black,Amanda Peet,Emily Blunt,Jason Segel,Chris O'Dowd,Jeanne McCarthy,Henry Jackman,Rob Letterman,John Davis,Joe Stillman,journalist,forbidden love,princess,1
Gravity,110000000,49047,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Esperanto Filmoj,Warner Bros. Pictures,Heyday Films,3,107,10,3,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma,Lucinda Syson,Steven Price,Alfonso Cuarón,David Heyman,,space mission,loss,space,1
Night at the Museum,110000000,1593,108.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492 Pictures,21 Laps Entertainment,20th Century Fox,5,32,10,20,Ben Stiller,Jake Cherry,Carla Gugino,Robin Williams,Dick Van Dyke,Ilene Starger,Alan Silvestri,Shawn Levy,Michael Barnathan,Ben Garant,museum,skeleton,night shift,1
San Andreas,110000000,254128,114.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,New Line Cinema,Village Roadshow Pictures,Flynn Picture Company,11,26,5,27,Dwayne Johnson,Alexandra Daddario,Carla Gugino,Ioan Gruffudd,Archie Panjabi,Deborah Aquila,Andrew Lockington,Brad Peyton,Beau Flynn,Carlton Cuse,california,earthquake,catastrophe,1
