title,Production_Budget,Domestic_Gross,Worldwide_Gross,id,poster_path,release_date,runtime,tagline,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,overview,tagline_wordcount,synopsis_wordcount,release_year,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3
Raymond Did It,40000,3632,3632,228550,/tRoVePclQvT5sqERuSmoMXXTX1J.jpg,2011-03-27,83.0,Mom's Pretty Mad At Me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,"Mentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a harsh revenge on the folks who killed his brother and set him up.",5,52,2011,3,27,Kyle Hoskins,Elissa Dowling,Linda Cieslik,Steven Lee Edwards,Valerie Meachum,,,Travis Legge,,,mentally challenged raymond rourke gets blamed,state mental hospital,six years later
Foreign Letters,40000,0,0,176069,/vW7g0qvVaD5lJTDgiS2kUDmcbYi.jpg,2012-04-22,100.0,A story of friendships without borders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBTV Studios,Thier Productions,,"A bittersweet coming-of-age film, Foreign Letters is itself a love letter to the unshakeable bond between friends. Set in the pre-email era of the 1980s, young Ellie, newly arrived to the US from Israel, anxiously waits for letters from her best friend back home. Suffering from homesickness, language difficulties and rejection at school, life brightens when she meets Thuy, a Vietnamese refugee her age. As the two bond and become inseparable, they eventually hurt each other, and Ellie must find a way to restore their trust. Based on director Ela Thier's personal immigration experience, Foreign Letters is a film about poverty, prejudice, shame, and the healing power of friendship.",6,109,2012,4,22,Laura Camien,Virginia Hastings,Dalena Le,Udi Razzin,Noa Rotstein,,,Ela Thier,,,best friend back home,personal immigration experience,director ela thier
Her Cry: La Llorona Investigation,35000,0,0,220490,/9k7kATJ5wNc4jPaTzchdf8lKuOj.jpg,2013-04-19,89.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,"Crew of ""Paranormal Legends"" went to film their 4th season at the place where La Llorona (Weeping woman) was reportedly seen. Only thing that's left was 17 hours of tapes and 2 camcorders.",1,33,2013,4,19,Nichole Ceballos,James Ezrin,Everardo Guzman,Parker Riggs,Gabrielle Santamauro,,,Damir Catic,,,weeping woman,reportedly seen,paranormal legends
The Legend of God's Gun,30000,243768,243768,69382,/qjlBAPxpNircxD9d2L9VuvCAMPJ.jpg,2007-07-08,78.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,A gun-slinging preacher returns to the debaucherous town of Playa Diablo seeking revenge from the notorious scorpion-venom drinking bandito El Sobero - lead outlaw and number one bad guy. El Sobero and his band of bad banditos are also returning to Playa Diablo seeking their own revenge against the town sheriff. With the Bounty Hunter dragging up slowly behind there is sure to be a confrontation of Biblical proportions as they all meet in the circle of death.,1,78,2007,7,8,Robert Bones,Kirpatrick Thomas,Dave Koenig,Julie Patterson,,,,Mike Bruce,,,venom drinking bandito el sobero,number one bad guy,playa diablo seeking revenge
Krisha,30000,144822,144822,259043,/umZTjRJhY0WtoQrpZGxSPkXfbHD.jpg,2014-03-07,15.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Krisha has not seen her family for many years. When Krisha decides to join her family for a holiday dinner, tensions escalate and Krisha struggles to keep her own demons at bay.",1,32,2014,3,7,Bryan Casserly,Billie Fairchild,Krisha Fairchild,Robyn Fairchild,Victoria Fairchild,,,Trey Edward Shults,Trey Edward Shults,Trey Edward Shults,tensions escalate,many years,holiday dinner
Mutual Appreciation,30000,103509,103509,40769,/qYF55i2Su65TjQgTRLu8ThS850Q.jpg,2005-03-01,109.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Alan is a musician who leaves a busted-up band for New York, and a new musical voyage. He tries to stay focused and fends off all manner of distractions, including the attraction to his good friend's girlfriend.",1,37,2005,3,1,Justin Rice,Rachel Clift,Andrew Bujalski,Lee Seung-min,Pamela Corkey,,,Andrew Bujalski,,,new musical voyage,new york,stay focused
Funny Ha Ha,30000,77070,82698,33693,/4UsciNkAvuOZiM7ZfgLbfNR0WNJ.jpg,2002-09-20,89.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Unsure of what to do next, 23-year-old Marnie tries her best to navigate life after college in this romantic comedy. Still partying like there's no tomorrow, Marnie drags herself out of bed for her miserable temp job and can't decide whether she's wasting her time going after best buddy Alex, who doesn't seem to be interested.",1,56,2002,9,20,Kate Dollenmayer,Mark Herlehy,Christian Rudder,Jennifer L. Schaper,Myles Paige,,,Andrew Bujalski,Ethan Vogt,,still partying like,miserable temp job,old marnie tries
Down Terrace,30000,9812,9812,42151,/Akp4JvxGDu7LrDc7WnAZs7e39Rt.jpg,2009-09-01,89.0,You're only as good as the people you know.,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in..",9,74,2009,9,1,Robert Hill,Robin Hill,Julia Deakin,David Schaal,Tony Way,,,Ben Wheatley,Andrew Starke,,might look like,feeling terribly trusting,serving jail time
Exeter,25000,0,489792,226458,/lJVquhEiVtUyasS54uoKYHPA5Ei.jpg,2015-01-16,91.0,An excellent day for an exorcism,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Shallow Focus,Vicarious Entertainment,Bloodline Productions,"During an all-night, drug-fueled party at an abandoned asylum known for the horrific treatment of its patients, a group of ordinary teens decide to experiment with the occult, mysteriously leading to a violent possession. In an effort to find help, the group rushes to escape, only to find themselves locked inside with no means of communication. Tempers flare, trusts are broken and in attempt to save one of their friends possessed by the demon, the amateurs try to perform an exorcism. Instead of solving the problem, and unbeknownst to them, they unleash an even more powerful and vengeful spirit, one with a distinct motive and which wants them all dead. The teen's only chance of survival is to uncover the asylum's deep mysteries and find a way out before it's too late.",6,132,2015,1,16,Stephen Lang,Kelly Blatz,Brittany Curran,Gage Golightly,Nick Nicotera,Anne McCarthy,,Marcus Nispel,Marcus Nispel,,ordinary teens decide,abandoned asylum known,violent possession
Manito,25000,0,0,185465,/1Ok0JxRagLlN4X2Fg0UeiWjcJLQ.jpg,2002-01-15,78.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Fifteen years ago, their Washington Heights neighborhood was dubbed the crack-cocaine capital of the world, but today it is transforming into one of the most vibrant, Spanish-speaking communities in the United States. While the drug dealers continue to disappear, their violent legacy still casts a shadow over the neighborhood and its residents. Junior, an ex-convict struggling to get his life back on track, is a product of this legacy. His younger brother Manny, the salutatorian of his high school class, embodies the hope of the future. On the night of his graduation party, Manny finds himself faced with an ill-fated decision that could change his life forever",1,107,2002,1,15,Franky G,Leo Minaya,Manuel Cabral,Jessica Morales,Julissa Lopez,,,Eric Eason,,,violent legacy still casts,high school class,fifteen years ago
Ten,25000,0,0,279516,/vGDoRhmacCkDM2C4Fv1Wj7sfQZJ.jpg,2014-03-28,83.0,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,"Ten women spend the night in a supposedly haunted mansion on Spektor Island in December 1972. Crazy superstitions don't stop them from raiding the wine cellar and throwing a party, at least until the first murder.",1,36,2014,3,28,Jade Sylvan,Molly Carlisle,Molly Devon,Karin Webb,Kerri Lynch,,Catherine Capozzi,Sophia Cacciola,Sophia Cacciola,,ten women spend,supposedly haunted mansion,wine cellar
Dry Spell,22000,0,0,255266,/w2z3XZbRRVe1VYxp8UelXaHGoke.jpg,2013-02-14,90.0,Getting divorced does funny things to a girl,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,Sasha tries to get her soon-to-be ex husband Kyle laid so she can move on with her sex life guilt-free.,8,20,2013,2,14,Suzi Lorraine,Jared Degado,Heather Dorff,Rachael Robbins,Kris Eivers,,,Travis Legge,,,ex husband kyle laid,sex life guilt,sasha tries
Flywheel,20000,0,0,17345,/2gwm6GYz98csh8NvqnoySkwhqpQ.jpg,2003-01-01,120.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,"Jay Austin wants to sell you a used car, but watch out! Many victims have fallen prey to his smiling face and hasty promises. Austin does everything his way until his dishonesty and manipulation are exposed. Like many men, he becomes disgusted by the masks he wears and the lies he tells. In every man's life, there can be a turning point. When Jay makes his turn, he never looks back.",1,71,2003,1,1,Alex Kendrick,,,,,,,Alex Kendrick,Alex Kendrick,,never looks back,like many men,jay austin wants
All Superheroes Must Die,20000,0,0,86304,/aPkepotVZjUFn4A1M32HoePqhVv.jpg,2011-10-26,78.0,Some games have no winners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Grindfest,,,"Masked vigilantes Charge (Jason Trost), Cutthroat (Lucas Till), The Wall (Lee Valmassy), and Shadow (Sophie Merkley) are rendered powerless by their archenemy (James Remar) and are forced to complete a series of deadly tasks in order to save the lives of more than 100 innocent civilians. Should they fail or refuse to cooperate, the entire town will be destroyed. ~ Jason Buchanan, Rovi",5,63,2011,10,26,Jason Trost,Lucas Till,James Remar,Sophie Merkley,Nick Principe,,,Jason Trost,,,"jason trost ), cutthroat","lucas till ),","lee valmassy ),"
The Front Man,20000,0,0,257112,/r1d2ePqo5P8TSlXnwB6gNuVYYBz.jpg,2014-03-07,73.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Jim Wood has a dream to be famous, but he's too busy chasing the dream, he risks missing what success really means.",1,22,2014,3,7,John Kayne,Dana Snyder,,,,,,Paul Devlin,,,success really means,risks missing,jim wood
The Puffy Chair,15000,194523,195254,24055,/A8OdrYsEHhJDXWo8TC1EB0OmPkE.jpg,2005-01-17,85.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Duplass Brothers Productions,,,"Josh's life is pretty much in the toilet. He's a failed NYC indie rocker, and a failing booking agent. But he finds the potential of a small victory in a really bad idea. He decides to purchase a 1985 Lazy Boy on eBay, just like the one his dad had when Josh was a kid. He'll drive cross-country for the chair, staying with Emily at his brother's house on the way, and deliver it to his father as a surprise birthday gift. But when Rhett ends up coming along for the ride, it's three people and a giant purple puffy chair in a too-small van... and one of them has to go before the trip's end.",1,116,2005,1,17,Mark Duplass,Katie Aselton,Rhett Wilkins,,,,,Jay Duplass,Mark Duplass,,failed nyc indie rocker,giant purple puffy chair,surprise birthday gift
